Corporacion club dep. stunder colombia,Eliminar,clubpatinstunder.sndcoldeportes.com,clubpatinstunder,Club,Centros de Acondicionamiento Físico                                                                                      Escenarios                                                                                      Deportistas                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Solicitud Escenarios
Corporacion futbol valle,Eliminar,clubfutcfv.sndcoldeportes.com,clubfutcfv,Club,Centros de Acondicionamiento Físico                                                                                      Escenarios                                                                                      Deportistas                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Solicitud Escenarios
Dallas lakers futbol club,Eliminar,clubfutdallaslk.sndcoldeportes.com,clubfutdallaslk,Club,Centros de Acondicionamiento Físico                                                                                      Escenarios                                                                                      Deportistas                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Solicitud Escenarios
DARTAGÑAN,Eliminar,clubesgrimadartagnan.sndcoldeportes.com,clubesgrimadartagnan,Club,Centros de Acondicionamiento Físico                                                                                      Escenarios                                                                                      Deportistas                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Solicitud Escenarios
Depor del olimpia,Eliminar,clubfutdeporolimpia.sndcoldeportes.com,clubfutdeporolimpia,Club,Centros de Acondicionamiento Físico                                                                                      Escenarios                                                                                      Deportistas                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Solicitud Escenarios
Depor nueve F.C.,Eliminar,clubfutdepornueve.sndcoldeportes.com,clubfutdepornueve,Club,Centros de Acondicionamiento Físico                                                                                      Escenarios                                                                                      Deportistas                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Solicitud Escenarios
Dh cali raptors,Eliminar,clubdhcaliraptors.sndcoldeportes.com,clubdhcaliraptors,Club,Centros de Acondicionamiento Físico                                                                                      Escenarios                                                                                      Deportistas                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Solicitud Escenarios
Discapacidad fisica,Eliminar,fedediscapacidadfisica.sndcoldeportes.com,fedediscapacidadfisica,Federación Paralimpica,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos
Disfad,Eliminar,clubdisfad.sndcoldeportes.com,clubdisfad,Club Paralimpico,Centros de Acondicionamiento Físico                                                                                      Deportistas                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos
ENDO,Eliminar,clubtaekwondoendo.sndcoldeportes.com,clubtaekwondoendo,Club,Centros de Acondicionamiento Físico                                                                                      Escenarios                                                                                      Deportistas                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Solicitud Escenarios
Escuela de formacion deportiva el vallado - esfodeva club,Eliminar,clubpatinesfodeva.sndcoldeportes.com,clubpatinesfodeva,Club,Centros de Acondicionamiento Físico                                                                                      Escenarios                                                                                      Deportistas                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Solicitud Escenarios
Farallones de Cali,Eliminar,clubatletfarallones.sndcoldeportes.com,clubatletfarallones,Club,Centros de Acondicionamiento Físico                                                                                      Escenarios                                                                                      Deportistas                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Solicitud Escenarios
FARALLONES JUDO CALI,Eliminar,clubjudofarallones.sndcoldeportes.com,clubjudofarallones,Club,Centros de Acondicionamiento Físico                                                                                      Escenarios                                                                                      Deportistas                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Solicitud Escenarios
Federacion de esgrima,Eliminar,federacionesgrima.sndcoldeportes.com,federacionesgrima,Federación,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Listados de casos de doping
Federacion de limitados visuales,Eliminar,federacionlimitadosvisuales.sndcoldeportes.com,federacionlimitadosvisuales,Federación,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Listados de casos de doping
Federacion de paralisis cerebral,Eliminar,federacionparalisiscerebral.sndcoldeportes.com,federacionparalisiscerebral,Federación,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Listados de casos de doping
Federacion de Tejo,Eliminar,federaciontejo.sndcoldeportes.com,federaciontejo,Federación,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Listados de casos de doping
Federacion de tenis de mesa,Eliminar,federaciontenismesa.sndcoldeportes.com,federaciontenismesa,Federación,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Listados de casos de doping
Federacion discapacidad fisica,Eliminar,federaciondiscapacidadfisica.sndcoldeportes.com,federaciondiscapacidadfisica,Federación,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Listados de casos de doping
Federacion judo,Eliminar,federacionjudo.sndcoldeportes.com,federacionjudo,Federación,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Listados de casos de doping
Federacion prueba,Eliminar,federaprueba.sndcoldeportes.com,federaprueba,Federación,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Listados de casos de doping
Federacion tiro con arco,Eliminar,federaciontiroarco.sndcoldeportes.com,federaciontiroarco,Federación,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Listados de casos de doping
Federacion tiro y caza,Eliminar,federaciontiroycaza.sndcoldeportes.com,federaciontiroycaza,Federación,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Listados de casos de doping
Federación Actividades Subacuaticas,Eliminar,federacionsubacuatica.sndcoldeportes.com,federacionsubacuatica,Federación,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Listados de casos de doping
Federación Colombiana de Deporte Especial,Eliminar,fedeportespecial.sndcoldeportes.com,fedeportespecial,Federación Paralimpica,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos
Federación Colombiana de Patinaje,Eliminar,fedepatin.sndcoldeportes.com,fedepatin,Federación,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Listados de casos de doping
Federación de Ajedrez,Eliminar,federacionajedrez.sndcoldeportes.com,federacionajedrez,Federación,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Listados de casos de doping
Federación de Automovilismo,Eliminar,federacionautomovilismo.sndcoldeportes.com,federacionautomovilismo,Federación,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Listados de casos de doping
Federación de Baile Deportivo,Eliminar,federacionbailedeportivo.sndcoldeportes.com,federacionbailedeportivo,Federación,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Listados de casos de doping
Federación de Baloncesto,Eliminar,federacionbaloncesto.sndcoldeportes.com,federacionbaloncesto,Federación,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Listados de casos de doping
Federación de BalonMano,Eliminar,federacionbalonmano.sndcoldeportes.com,federacionbalonmano,Federación,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Listados de casos de doping
Federación de Beisbol,Eliminar,federacionbeisbol.sndcoldeportes.com,federacionbeisbol,Federación,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Listados de casos de doping
Federación de Billar,Eliminar,federacionbillar.sndcoldeportes.com,federacionbillar,Federación,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Listados de casos de doping
Federación de Bolos,Eliminar,federacionbolos.sndcoldeportes.com,federacionbolos,Federación,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Listados de casos de doping
Federación de Boxeo,Eliminar,federacionboxeo.sndcoldeportes.com,federacionboxeo,Federación,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Listados de casos de doping
Federación de Canotaje,Eliminar,federacioncanotaje.sndcoldeportes.com,federacioncanotaje,Federación,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Listados de casos de doping
Federación de Futbol,Eliminar,federacionfutbol.sndcoldeportes.com,federacionfutbol,Federación,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Listados de casos de doping
Federación de Gimnasia,Eliminar,federaciongimnasia.sndcoldeportes.com,federaciongimnasia,Federación,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Listados de casos de doping
Federación de Hapkido,Eliminar,federacionhapkido.sndcoldeportes.com,federacionhapkido,Federación,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Listados de casos de doping
Federación de Karate do,Eliminar,federacionkaratedo.sndcoldeportes.com,federacionkaratedo,Federación,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Listados de casos de doping
Federación de Lucha,Eliminar,federacionlucha.sndcoldeportes.com,federacionlucha,Federación,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Listados de casos de doping
Federación de Sambo,Eliminar,federacionsambo.sndcoldeportes.com,federacionsambo,Federación,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Listados de casos de doping
Federación de Taekwondo,Eliminar,federacicontaekondo.sndcoldeportes.com,federacicontaekondo,Federación,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Listados de casos de doping
Federación de Voleibol,Eliminar,federacionvoleibol.sndcoldeportes.com,federacionvoleibol,Federación,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Listados de casos de doping
Federación Fisicoculturismo,Eliminar,federacionfisicoculturismo.sndcoldeportes.com,federacionfisicoculturismo,Federación,Personal de apoyo                                                                                      Dirigentes                                                                                      Selecciones                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Listados de casos de doping
Fitness Infantil,Eliminar,caffitnessinfantil.sndcoldeportes.com,caffitnessinfantil,Centro Acondicionamiento,Centros de Acondicionamiento Físico                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos
Fitness Park,Eliminar,caffitnesspark.sndcoldeportes.com,caffitnesspark,Centro Acondicionamiento,Centros de Acondicionamiento Físico                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos
Fundacion social colombia nuestra meta,Eliminar,clubfundacionnuestrameta.sndcoldeportes.com,clubfundacionnuestrameta,Club,Centros de Acondicionamiento Físico                                                                                      Escenarios                                                                                      Deportistas                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Solicitud Escenarios
Fundación Educativa El Centro Del Saber,Eliminar,feducensaber.sndcoldeportes.com,feducensaber,Club,Centros de Acondicionamiento Físico                                                                                      Escenarios                                                                                      Deportistas                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Solicitud Escenarios
Giant's Gym,Eliminar,cafgiantsgym.sndcoldeportes.com,cafgiantsgym,Centro Acondicionamiento,Centros de Acondicionamiento Físico                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos
Gimnasio Bad Dog,Eliminar,cafgimnasiobaddog.sndcoldeportes.com,cafgimnasiobaddog,Centro Acondicionamiento,Centros de Acondicionamiento Físico                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos
Gimnasio el Templo del Fisico,Eliminar,cafgimnasiotemplofisico.sndcoldeportes.com,cafgimnasiotemplofisico,Centro Acondicionamiento,Centros de Acondicionamiento Físico                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos
Gimnasio Energym Y/O Hernando Gonzalez,Eliminar,cafgimnasioenergym.sndcoldeportes.com,cafgimnasioenergym,Centro Acondicionamiento,Centros de Acondicionamiento Físico                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos
Gimnasio Escandinavia,Eliminar,cafgimnasioescandinavia.sndcoldeportes.com,cafgimnasioescandinavia,Centro Acondicionamiento,Centros de Acondicionamiento Físico                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos
"Gimnasio Fuerza, Salud Y Figura",Eliminar,cafgimnasiofuerzasaludfigura.sndcoldeportes.com,cafgimnasiofuerzasaludfigura,Centro Acondicionamiento,Centros de Acondicionamiento Físico                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos
Gimnasio Gym Life,Eliminar,cafgymlife.sndcoldeportes.com,cafgymlife,Centro Acondicionamiento,Centros de Acondicionamiento Físico                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos
Gimnasio Holy Gym,Eliminar,cafgimnasioholygym.sndcoldeportes.com,cafgimnasioholygym,Centro Acondicionamiento,Centros de Acondicionamiento Físico                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos
GWANG-GAE,Eliminar,clubtaekwondogwang.sndcoldeportes.com,clubtaekwondogwang,Club,Centros de Acondicionamiento Físico                                                                                      Escenarios                                                                                      Deportistas                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Solicitud Escenarios
Gym Pro,Eliminar,cafgympro.sndcoldeportes.com,cafgympro,Centro Acondicionamiento,Centros de Acondicionamiento Físico                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos
Gym Vallegrande,Eliminar,cafgymvallegrande.sndcoldeportes.com,cafgymvallegrande,Centro Acondicionamiento,Centros de Acondicionamiento Físico                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos
"Instituto del Deporte, la Educación Física y la Recreación del Valle del Cauca INDERVALLE",Eliminar,indervalle.sndcoldeportes.com,indervalle,Ente Departamental,Escenarios                                                                                      Personal de apoyo                                                                                      Dirigentes                                                                                      Centros Biomédicos                                                                                      Normograma                                                                                      Noticias                                                                                      Publicidad                                                                                      Eventos                                                                                      Solicitud Escenarios                                                                                      Respuesta Solicitud Escenatios
